quantile,average_pinball_loss
0.05,0.02873417721518988
0.1,0.040596745027124785
0.25,0.062206148282097695
0.5,0.07730560578661844
0.75,0.0697106690777577
0.9,0.04997287522603979
0.95,0.03851717902350817
