model_family,tau,nonlinear_layers,hidden_dim,alpha,lambda,validation_loss
linear_activation,0.1,1,4,1.0,1.1005421090383833,0.03596027110268672
linear_activation,0.1,1,4,1.0,1.2166621504910964,0.03443260826977591
linear_activation,0.1,1,4,1.0,1.3450342120312204,0.0363779116285344
linear_activation,0.1,1,4,1.0,1.4869510248216484,0.03559405995408693
linear_activation,0.1,1,4,1.0,1.643841718255735,0.03542830323365828
linear_activation,0.1,1,4,1.0,1.8172862115630761,0.03534992551617324
linear_activation,0.1,1,4,1.0,2.0090311238977194,0.035643992227191744
linear_activation,0.1,1,4,1.0,2.221007363126434,0.034737684927259885
linear_activation,0.1,1,4,1.0,2.4553495704394916,0.03500489827431739
linear_activation,0.1,1,4,1.0,2.7144176165949077,0.034827463787049054
linear_activation,0.1,1,4,1.0,3.000820366267417,0.035521684089054664
linear_activation,0.1,1,4,1.0,3.3174419498137175,0.034689717844128616
linear_activation,0.1,1,4,1.0,3.667470807015676,0.03522799628352126
linear_activation,0.1,1,4,1.0,4.0544317952775275,0.03463729602781435
linear_activation,0.1,1,4,1.0,4.482221685612751,0.03502794583824773
linear_activation,0.1,1,4,1.0,4.955148403871969,0.034031055528049664
linear_activation,0.1,1,4,1.0,5.477974412378556,0.034063273741553234
linear_activation,0.1,1,4,1.0,6.055964668833263,0.034480798715104656
linear_activation,0.1,1,4,1.0,6.69493964544323,0.03441709169683357
linear_activation,0.1,1,4,1.0,7.4013339421880975,0.03412424636259674
linear_activation,0.1,1,4,1.0,8.182261084470007,0.0339575329752018
linear_activation,0.1,1,4,1.0,9.045585157672232,0.033543784024193876
linear_activation,0.1,1,4,1.0,10.000000000000002,0.03286263961531221
linear_activation,0.1,1,8,1.0,0.2,0.03786727777247627
linear_activation,0.1,1,8,1.0,0.22110233502181484,0.03812919488983849
linear_activation,0.1,1,8,1.0,0.24443121276049423,0.0374298522391667
linear_activation,0.1,1,8,1.0,0.27022155946779647,0.03710048339205483
linear_activation,0.1,1,8,1.0,0.29873308885782995,0.03728460999391972
linear_activation,0.1,1,8,1.0,0.33025291747372754,0.03724521996639669
linear_activation,0.1,1,8,1.0,0.36509845600603935,0.036641728746394306
linear_activation,0.1,1,8,1.0,0.4036206056789731,0.03654820751585066
linear_activation,0.1,1,8,1.0,0.44620729189270064,0.03658606383825342
linear_activation,0.1,1,8,1.0,0.4932873707061831,0.03677485659904777
linear_activation,0.1,1,8,1.0,0.5453349474995434,0.03700307481487591
linear_activation,0.1,1,8,1.0,0.6028741513057392,0.03634967978919545
linear_activation,0.1,1,8,1.0,0.6664844128899691,0.037307341724634166
linear_activation,0.1,1,8,1.0,0.7368062997280775,0.03641794273505607
linear_activation,0.1,1,8,1.0,0.8145479666433055,0.03625196641497314
linear_activation,0.1,1,8,1.0,0.900492287060531,0.036100749036918074
linear_activation,0.1,1,8,1.0,0.9955047366910887,0.03594572859381636
linear_activation,0.1,1,8,1.0,1.1005421090383833,0.036240684149786824
linear_activation,0.1,1,8,1.0,1.2166621504910964,0.035256686727826794
linear_activation,0.1,1,8,1.0,1.3450342120312204,0.0358580833878368
linear_activation,0.1,1,8,1.0,1.4869510248216484,0.03514331297203899
linear_activation,0.1,1,8,1.0,1.643841718255735,0.03541116429989537
linear_activation,0.1,1,8,1.0,1.8172862115630761,0.03608480868736903
linear_activation,0.1,1,8,1.0,2.0090311238977194,0.03515357076376677
linear_activation,0.1,1,8,1.0,2.221007363126434,0.03507660252849263
linear_activation,0.1,1,8,1.0,2.4553495704394916,0.0358015271232774
linear_activation,0.1,1,8,1.0,2.7144176165949077,0.0354505918007344
linear_activation,0.1,1,8,1.0,3.000820366267417,0.035089346138139556
linear_activation,0.1,1,8,1.0,3.3174419498137175,0.034429854898403084
linear_activation,0.1,1,8,1.0,3.667470807015676,0.03480049350795646
linear_activation,0.1,1,8,1.0,4.0544317952775275,0.03480169303591053
linear_activation,0.1,1,8,1.0,4.482221685612751,0.03440209963234762
linear_activation,0.1,1,8,1.0,4.955148403871969,0.03437201083203156
linear_activation,0.1,1,8,1.0,5.477974412378556,0.03453282752881447
linear_activation,0.1,1,8,1.0,6.055964668833263,0.03402988595453401
linear_activation,0.1,1,8,1.0,6.69493964544323,0.03383738411155839
linear_activation,0.1,1,8,1.0,7.4013339421880975,0.03463880429851511
linear_activation,0.1,1,8,1.0,8.182261084470007,0.03467676921313008
linear_activation,0.1,1,8,1.0,9.045585157672232,0.033916378715385984
linear_activation,0.1,1,8,1.0,10.000000000000002,0.032983884748071436
linear_activation,0.1,2,2,1.0,0.2,0.035861476596444834
linear_activation,0.1,2,2,1.0,0.22110233502181484,0.035643628042812146
linear_activation,0.1,2,2,1.0,0.24443121276049423,0.03534832699721057
linear_activation,0.1,2,2,1.0,0.27022155946779647,0.03691305439484615
linear_activation,0.1,2,2,1.0,0.29873308885782995,0.030390324355413525
linear_activation,0.1,2,2,1.0,0.33025291747372754,0.03486451259690025
linear_activation,0.1,2,2,1.0,0.36509845600603935,0.03604361619986592
linear_activation,0.1,2,2,1.0,0.4036206056789731,0.03119441692282756
linear_activation,0.1,2,2,1.0,0.44620729189270064,0.03519418644284208
linear_activation,0.1,2,2,1.0,0.4932873707061831,0.0357609859748433
linear_activation,0.1,2,2,1.0,0.5453349474995434,0.030384863365441564
linear_activation,0.1,2,2,1.0,0.6028741513057392,0.0301866740534703
linear_activation,0.1,2,2,1.0,0.6664844128899691,0.030108506845931218
linear_activation,0.1,2,2,1.0,0.7368062997280775,0.030197507532934355
linear_activation,0.1,2,2,1.0,0.8145479666433055,0.03073646091421446
linear_activation,0.1,2,2,1.0,0.900492287060531,0.031002741442372413
linear_activation,0.1,2,2,1.0,0.9955047366910887,0.03051053141430021
linear_activation,0.1,2,2,1.0,1.1005421090383833,0.03083306360244752
linear_activation,0.1,2,2,1.0,1.2166621504910964,0.030426578073451928
linear_activation,0.1,2,2,1.0,1.3450342120312204,0.031030044256399082
linear_activation,0.1,2,2,1.0,1.4869510248216484,0.030806860785931357
linear_activation,0.1,2,2,1.0,1.643841718255735,0.0306593617660304
linear_activation,0.1,2,2,1.0,1.8172862115630761,0.030927732542157187
linear_activation,0.1,2,2,1.0,2.0090311238977194,0.031073183776189894
linear_activation,0.1,2,2,1.0,2.221007363126434,0.030887980230152615
linear_activation,0.1,2,2,1.0,2.4553495704394916,0.03095936067899069
linear_activation,0.1,2,2,1.0,2.7144176165949077,0.03116670895243685
linear_activation,0.1,2,2,1.0,3.000820366267417,0.031298819120973355
linear_activation,0.1,2,2,1.0,3.3174419498137175,0.031166708859304594
linear_activation,0.1,2,2,1.0,3.667470807015676,0.03105926442146302
linear_activation,0.1,2,2,1.0,4.0544317952775275,0.030972743728508563
linear_activation,0.1,2,2,1.0,4.482221685612751,0.030917732571562145
linear_activation,0.1,2,2,1.0,4.955148403871969,0.030978993045787027
linear_activation,0.1,2,2,1.0,5.477974412378556,0.03040605485936006
linear_activation,0.1,2,2,1.0,6.055964668833263,0.030959360859046384
linear_activation,0.1,2,2,1.0,6.69493964544323,0.0310300440825522
linear_activation,0.1,2,2,1.0,7.4013339421880975,0.030384868978212284
linear_activation,0.1,2,2,1.0,8.182261084470007,0.03088797995075584
linear_activation,0.1,2,2,1.0,9.045585157672232,0.030244589061786738
linear_activation,0.1,2,2,1.0,10.000000000000002,0.031120475299656402
linear_activation,0.1,2,4,1.0,0.2,0.03720371269807219
linear_activation,0.1,2,4,1.0,0.22110233502181484,0.036706484433884405
linear_activation,0.1,2,4,1.0,0.24443121276049423,0.03609417761551837
linear_activation,0.1,2,4,1.0,0.27022155946779647,0.03635030482771496
linear_activation,0.1,2,4,1.0,0.29873308885782995,0.036685143102581294
linear_activation,0.1,2,4,1.0,0.33025291747372754,0.035813584171235556
linear_activation,0.1,2,4,1.0,0.36509845600603935,0.03618830090264479
linear_activation,0.1,2,4,1.0,0.4036206056789731,0.035415677808846024
linear_activation,0.1,2,4,1.0,0.44620729189270064,0.035215501684695484
linear_activation,0.1,2,4,1.0,0.4932873707061831,0.03110879673808814
linear_activation,0.1,2,4,1.0,0.5453349474995434,0.030898741029202943
linear_activation,0.1,2,4,1.0,0.6028741513057392,0.030925652029613667
linear_activation,0.1,2,4,1.0,0.6664844128899691,0.03124277031545839
linear_activation,0.1,2,4,1.0,0.7368062997280775,0.03077417294060191
linear_activation,0.1,2,4,1.0,0.8145479666433055,0.03091835280756157
linear_activation,0.1,2,4,1.0,0.900492287060531,0.03078877158959707
linear_activation,0.1,2,4,1.0,0.9955047366910887,0.031243381741146253
linear_activation,0.1,2,4,1.0,1.1005421090383833,0.031068845017502712
linear_activation,0.1,2,4,1.0,1.2166621504910964,0.030655949487040448
linear_activation,0.1,2,4,1.0,1.3450342120312204,0.030655942806353184
linear_activation,0.1,2,4,1.0,1.4869510248216484,0.03116670892139276
linear_activation,0.1,2,4,1.0,1.643841718255735,0.030978994225462287
linear_activation,0.1,2,4,1.0,1.8172862115630761,0.030125839975972978
linear_activation,0.1,2,4,1.0,2.0090311238977194,0.03105339172482491
linear_activation,0.1,2,4,1.0,2.221007363126434,0.031059264533221727
linear_activation,0.1,2,4,1.0,2.4553495704394916,0.030655948226650565
linear_activation,0.1,2,4,1.0,2.7144176165949077,0.030979618199169646
linear_activation,0.1,2,4,1.0,3.000820366267417,0.031186709228903056
linear_activation,0.1,2,4,1.0,3.3174419498137175,0.030655949213852493
linear_activation,0.1,2,4,1.0,3.667470807015676,0.03038486900925637
linear_activation,0.1,2,4,1.0,4.0544317952775275,0.03105339182416599
linear_activation,0.1,2,4,1.0,4.482221685612751,0.03100274324913821
linear_activation,0.1,2,4,1.0,4.955148403871969,0.03080686068659028
linear_activation,0.1,2,4,1.0,5.477974412378556,0.03113088371728858
linear_activation,0.1,2,4,1.0,6.055964668833263,0.03039778480802974
linear_activation,0.1,2,4,1.0,6.69493964544323,0.030990242633968598
linear_activation,0.1,2,4,1.0,7.4013339421880975,0.030881027640153973
linear_activation,0.1,2,4,1.0,8.182261084470007,0.0300912988545994
linear_activation,0.1,2,4,1.0,9.045585157672232,0.030833063993602996
linear_activation,0.1,2,4,1.0,10.000000000000002,0.030885147140671813
linear_activation,0.1,2,8,1.0,0.2,0.03732313592173158
linear_activation,0.1,2,8,1.0,0.22110233502181484,0.03528672428367038
linear_activation,0.1,2,8,1.0,0.24443121276049423,0.03667348376971979
linear_activation,0.1,2,8,1.0,0.27022155946779647,0.03626924992725253
linear_activation,0.1,2,8,1.0,0.29873308885782995,0.03570778112113474
linear_activation,0.1,2,8,1.0,0.33025291747372754,0.036409954952076065
linear_activation,0.1,2,8,1.0,0.36509845600603935,0.035976903098945814
linear_activation,0.1,2,8,1.0,0.4036206056789731,0.036316741110756987
linear_activation,0.1,2,8,1.0,0.44620729189270064,0.03606331481784581
linear_activation,0.1,2,8,1.0,0.4932873707061831,0.035591501626496505
linear_activation,0.1,2,8,1.0,0.5453349474995434,0.03597792901595433
linear_activation,0.1,2,8,1.0,0.6028741513057392,0.034558659666528296
linear_activation,0.1,2,8,1.0,0.6664844128899691,0.030787507710357504
linear_activation,0.1,2,8,1.0,0.7368062997280775,0.03531047821696847
linear_activation,0.1,2,8,1.0,0.8145479666433055,0.03507291528582571
linear_activation,0.1,2,8,1.0,0.900492287060531,0.035206249053900435
linear_activation,0.1,2,8,1.0,0.9955047366910887,0.03123122829198838
linear_activation,0.1,2,8,1.0,1.1005421090383833,0.031015193535635876
linear_activation,0.1,2,8,1.0,1.2166621504910964,0.03088461901247502
linear_activation,0.1,2,8,1.0,1.3450342120312204,0.030585734842966006
linear_activation,0.1,2,8,1.0,1.4869510248216484,0.030125839696576208
linear_activation,0.1,2,8,1.0,1.643841718255735,0.031166291036953533
linear_activation,0.1,2,8,1.0,1.8172862115630761,0.031059264738112696
linear_activation,0.1,2,8,1.0,2.0090311238977194,0.031027134786049532
linear_activation,0.1,2,8,1.0,2.221007363126434,0.030413449523349612
linear_activation,0.1,2,8,1.0,2.4553495704394916,0.030881062117715685
linear_activation,0.1,2,8,1.0,2.7144176165949077,0.030959360548605527
linear_activation,0.1,2,8,1.0,3.000820366267417,0.030972742604712656
linear_activation,0.1,2,8,1.0,3.3174419498137175,0.030959360511352625
linear_activation,0.1,2,8,1.0,3.667470807015676,0.0309593606479466
linear_activation,0.1,2,8,1.0,4.0544317952775275,0.03112047521894178
linear_activation,0.1,2,8,1.0,4.482221685612751,0.031186708974341556
linear_activation,0.1,2,8,1.0,4.955148403871969,0.030887980354328957
linear_activation,0.1,2,8,1.0,5.477974412378556,0.030384868649144973
linear_activation,0.1,2,8,1.0,6.055964668833263,0.03076298006996513
linear_activation,0.1,2,8,1.0,6.69493964544323,0.031067272466917838
linear_activation,0.1,2,8,1.0,7.4013339421880975,0.031002743776887665
linear_activation,0.1,2,8,1.0,8.182261084470007,0.030524700829138367
linear_activation,0.1,2,8,1.0,9.045585157672232,0.031159766991933197
linear_activation,0.1,2,8,1.0,10.000000000000002,0.030887201172610134
linear_activation,0.25,0,0,1.0,0.2,0.2228744200492899
linear_activation,0.25,0,0,1.0,0.22110233502181484,0.2218956580075125
linear_activation,0.25,0,0,1.0,0.24443121276049423,0.22939536015192669
linear_activation,0.25,0,0,1.0,0.27022155946779647,0.1998222037218511
linear_activation,0.25,0,0,1.0,0.29873308885782995,0.2260250373991827
linear_activation,0.25,0,0,1.0,0.33025291747372754,0.2231470864235113
linear_activation,0.25,0,0,1.0,0.36509845600603935,0.2364964872629692
linear_activation,0.25,0,0,1.0,0.4036206056789731,0.23296861751625936
linear_activation,0.25,0,0,1.0,0.44620729189270064,0.22713972732424736
linear_activation,0.25,0,0,1.0,0.4932873707061831,0.22600004652515052
linear_activation,0.25,0,0,1.0,0.5453349474995434,0.2257233670571198
linear_activation,0.25,0,0,1.0,0.6028741513057392,0.21846453200404845
linear_activation,0.25,0,0,1.0,0.6664844128899691,0.2204457347498586
linear_activation,0.25,0,0,1.0,0.7368062997280775,0.22587057814933362
linear_activation,0.25,0,0,1.0,0.8145479666433055,0.22355163353184856
linear_activation,0.25,0,0,1.0,0.900492287060531,0.22646916708908976
linear_activation,0.25,0,0,1.0,0.9955047366910887,0.22973773269293207
linear_activation,0.25,0,0,1.0,1.1005421090383833,0.2281212538511803
linear_activation,0.25,0,0,1.0,1.2166621504910964,0.24513972056098285
linear_activation,0.25,0,0,1.0,1.3450342120312204,0.22199458989625176
linear_activation,0.25,0,0,1.0,1.4869510248216484,0.2133675697321693
linear_activation,0.25,0,0,1.0,1.643841718255735,0.2230187250735859
linear_activation,0.25,0,0,1.0,1.8172862115630761,0.22020906486858924
linear_activation,0.25,0,0,1.0,2.0090311238977194,0.2251100449077785
linear_activation,0.25,0,0,1.0,2.221007363126434,0.245406619956096
linear_activation,0.25,0,0,1.0,2.4553495704394916,0.22342440018740792
linear_activation,0.25,0,0,1.0,2.7144176165949077,0.213537040008232
linear_activation,0.25,0,0,1.0,3.000820366267417,0.2171104641724378
linear_activation,0.25,0,0,1.0,3.3174419498137175,0.20984291684192916
linear_activation,0.25,0,0,1.0,3.667470807015676,0.22659157633781435
linear_activation,0.25,0,0,1.0,4.0544317952775275,0.2180111601607253
linear_activation,0.25,0,0,1.0,4.482221685612751,0.23250361843965947
linear_activation,0.25,0,0,1.0,4.955148403871969,0.23503530538951356
linear_activation,0.25,0,0,1.0,5.477974412378556,0.22322287688342232
linear_activation,0.25,0,0,1.0,6.055964668833263,0.23111821792398893
linear_activation,0.25,0,0,1.0,6.69493964544323,0.2235585008080428
linear_activation,0.25,0,0,1.0,7.4013339421880975,0.23891716968268153
linear_activation,0.25,0,0,1.0,8.182261084470007,0.23702248079081378
linear_activation,0.25,0,0,1.0,9.045585157672232,0.2506160740740597
linear_activation,0.25,0,0,1.0,10.000000000000002,0.22729941055799524
linear_activation,0.25,1,2,1.0,0.2,0.06277619667584076
linear_activation,0.25,1,2,1.0,0.22110233502181484,0.0632453478492486
linear_activation,0.25,1,2,1.0,0.24443121276049423,0.06315943354352688
linear_activation,0.25,1,2,1.0,0.27022155946779647,0.061228357783984395
linear_activation,0.25,1,2,1.0,0.29873308885782995,0.060674176376002524
linear_activation,0.25,1,2,1.0,0.33025291747372754,0.06239102557301521
linear_activation,0.25,1,2,1.0,0.36509845600603935,0.0617425510372656
linear_activation,0.25,1,2,1.0,0.4036206056789731,0.06096704993319387
linear_activation,0.25,1,2,1.0,0.44620729189270064,0.06140673685430859
linear_activation,0.25,1,2,1.0,0.4932873707061831,0.06226021365262568
linear_activation,0.25,1,2,1.0,0.5453349474995434,0.06052474378530557
linear_activation,0.25,1,2,1.0,0.6028741513057392,0.06098016788872578
linear_activation,0.25,1,2,1.0,0.6664844128899691,0.05927571278298273
linear_activation,0.25,1,2,1.0,0.7368062997280775,0.060343772068154077
linear_activation,0.25,1,2,1.0,0.8145479666433055,0.059876954559391994
linear_activation,0.25,1,2,1.0,0.900492287060531,0.05844425127375871
linear_activation,0.25,1,2,1.0,0.9955047366910887,0.060465761778565746
linear_activation,0.25,1,2,1.0,1.1005421090383833,0.058932428106199954
linear_activation,0.25,1,2,1.0,1.2166621504910964,0.058121934197843075
linear_activation,0.25,1,2,1.0,1.3450342120312204,0.05842494141698505
linear_activation,0.25,1,2,1.0,1.4869510248216484,0.059730599639005955
linear_activation,0.25,1,2,1.0,1.643841718255735,0.057525942099746305
linear_activation,0.25,1,2,1.0,1.8172862115630761,0.058273465827417874
linear_activation,0.25,1,2,1.0,2.0090311238977194,0.0575487449641029
linear_activation,0.25,1,2,1.0,2.221007363126434,0.058804593778525795
linear_activation,0.25,1,2,1.0,2.4553495704394916,0.05746406533832973
linear_activation,0.25,1,2,1.0,2.7144176165949077,0.057853703973814855
linear_activation,0.25,1,2,1.0,3.000820366267417,0.05681470819981769
linear_activation,0.25,1,2,1.0,3.3174419498137175,0.058001985789742326
linear_activation,0.25,1,2,1.0,3.667470807015676,0.056005168218010416
linear_activation,0.25,1,2,1.0,4.0544317952775275,0.05559338582369189
linear_activation,0.25,1,2,1.0,4.482221685612751,0.056623785401073594
linear_activation,0.25,1,2,1.0,4.955148403871969,0.056123420172370965
linear_activation,0.25,1,2,1.0,5.477974412378556,0.05565418683846171
linear_activation,0.25,1,2,1.0,6.055964668833263,0.05476981932918231
linear_activation,0.25,1,2,1.0,6.69493964544323,0.05552111386399095
linear_activation,0.25,1,2,1.0,7.4013339421880975,0.054536431114344544
linear_activation,0.25,1,2,1.0,8.182261084470007,0.054291414708519975
linear_activation,0.25,1,2,1.0,9.045585157672232,0.05421438054724907
linear_activation,0.25,1,2,1.0,10.000000000000002,0.05332675164332613
linear_activation,0.25,1,4,1.0,0.2,0.06217004151859631
linear_activation,0.25,1,4,1.0,0.22110233502181484,0.0626768840306128
linear_activation,0.25,1,4,1.0,0.24443121276049423,0.06395650918673103
linear_activation,0.25,1,4,1.0,0.27022155946779647,0.062196315363980834
linear_activation,0.25,1,4,1.0,0.29873308885782995,0.06257131227757781
linear_activation,0.25,1,4,1.0,0.33025291747372754,0.06086434157875676
linear_activation,0.25,1,4,1.0,0.36509845600603935,0.061411841146958364
linear_activation,0.25,1,4,1.0,0.4036206056789731,0.061610580851168675
linear_activation,0.25,1,4,1.0,0.44620729189270064,0.06151142781289916
linear_activation,0.25,1,4,1.0,0.4932873707061831,0.06241428580057497
linear_activation,0.25,1,4,1.0,0.5453349474995434,0.06046899792815869
linear_activation,0.25,1,4,1.0,0.6028741513057392,0.060095087285153566
linear_activation,0.25,1,4,1.0,0.6664844128899691,0.060585693502022565
linear_activation,0.25,1,4,1.0,0.7368062997280775,0.06199266962784653
linear_activation,0.25,1,4,1.0,0.8145479666433055,0.06208252553207179
linear_activation,0.25,1,4,1.0,0.900492287060531,0.06032180056208745
linear_activation,0.25,1,4,1.0,0.9955047366910887,0.0589024963354071
linear_activation,0.25,1,4,1.0,1.1005421090383833,0.06015428273628157
linear_activation,0.25,1,4,1.0,1.2166621504910964,0.05859084730346997
linear_activation,0.25,1,4,1.0,1.3450342120312204,0.059605967233267936
linear_activation,0.25,1,4,1.0,1.4869510248216484,0.05967378573181728
linear_activation,0.25,1,4,1.0,1.643841718255735,0.05768088542157785
linear_activation,0.25,1,4,1.0,1.8172862115630761,0.059472136604599664
linear_activation,0.25,1,4,1.0,2.0090311238977194,0.05835214118007571
linear_activation,0.25,1,4,1.0,2.221007363126434,0.0561984043273454
linear_activation,0.25,1,4,1.0,2.4553495704394916,0.05686510548150788
linear_activation,0.25,1,4,1.0,2.7144176165949077,0.05699868117924779
linear_activation,0.25,1,4,1.0,3.000820366267417,0.05647214583974953
linear_activation,0.25,1,4,1.0,3.3174419498137175,0.057169284102662164
linear_activation,0.25,1,4,1.0,3.667470807015676,0.057326010242880636
linear_activation,0.25,1,4,1.0,4.0544317952775275,0.05613849565774823
linear_activation,0.25,1,4,1.0,4.482221685612751,0.055664803001564005
linear_activation,0.25,1,4,1.0,4.955148403871969,0.05542103624747445
linear_activation,0.25,1,4,1.0,5.477974412378556,0.05445676835486665
linear_activation,0.25,1,4,1.0,6.055964668833263,0.05611318030782665
linear_activation,0.25,1,4,1.0,6.69493964544323,0.05480250081901127
linear_activation,0.25,1,4,1.0,7.4013339421880975,0.05526221429153035
linear_activation,0.25,1,4,1.0,8.182261084470007,0.055361503451131285
linear_activation,0.25,1,4,1.0,9.045585157672232,0.0551528702226157
linear_activation,0.25,1,4,1.0,10.000000000000002,0.05427625121238332
linear_activation,0.25,1,8,1.0,0.2,0.06308700379217043
linear_activation,0.25,1,8,1.0,0.22110233502181484,0.06228074188732231
linear_activation,0.25,1,8,1.0,0.24443121276049423,0.06094040111716216
linear_activation,0.25,1,8,1.0,0.27022155946779647,0.06133645820431412
linear_activation,0.25,1,8,1.0,0.29873308885782995,0.06312139904592186
linear_activation,0.25,1,8,1.0,0.33025291747372754,0.061906675612553946
linear_activation,0.25,1,8,1.0,0.36509845600603935,0.06280629784722501
linear_activation,0.25,1,8,1.0,0.4036206056789731,0.06111988658551126
linear_activation,0.25,1,8,1.0,0.44620729189270064,0.06036377449752763
linear_activation,0.25,1,8,1.0,0.4932873707061831,0.06168705176096409
linear_activation,0.25,1,8,1.0,0.5453349474995434,0.060908596368196115
linear_activation,0.25,1,8,1.0,0.6028741513057392,0.06062062541255727
linear_activation,0.25,1,8,1.0,0.6664844128899691,0.059806042537093144
linear_activation,0.25,1,8,1.0,0.7368062997280775,0.05865907383228962
linear_activation,0.25,1,8,1.0,0.8145479666433055,0.05991256719222292
linear_activation,0.25,1,8,1.0,0.900492287060531,0.061971048069341735
linear_activation,0.25,1,8,1.0,0.9955047366910887,0.05925768742958705
linear_activation,0.25,1,8,1.0,1.1005421090383833,0.05971879367173338
linear_activation,0.25,1,8,1.0,1.2166621504910964,0.0590469740346695
linear_activation,0.25,1,8,1.0,1.3450342120312204,0.060536886779591445
linear_activation,0.25,1,8,1.0,1.4869510248216484,0.0598329924303107
linear_activation,0.25,1,8,1.0,1.643841718255735,0.05685527832480148
linear_activation,0.25,1,8,1.0,1.8172862115630761,0.05723999481027324
linear_activation,0.25,1,8,1.0,2.0090311238977194,0.057905994741401325
linear_activation,0.25,1,8,1.0,2.221007363126434,0.05725283168101063
linear_activation,0.25,1,8,1.0,2.4553495704394916,0.058950185124607146
linear_activation,0.25,1,8,1.0,2.7144176165949077,0.05652267848839983
linear_activation,0.25,1,8,1.0,3.000820366267417,0.05740963255986572
linear_activation,0.25,1,8,1.0,3.3174419498137175,0.05709582420842101
linear_activation,0.25,1,8,1.0,3.667470807015676,0.055810672163497665
linear_activation,0.25,1,8,1.0,4.0544317952775275,0.05789094217509653
linear_activation,0.25,1,8,1.0,4.482221685612751,0.056393818767586104
linear_activation,0.25,1,8,1.0,4.955148403871969,0.05578353487032777
linear_activation,0.25,1,8,1.0,5.477974412378556,0.05679161213881647
linear_activation,0.25,1,8,1.0,6.055964668833263,0.055826516426944486
linear_activation,0.25,1,8,1.0,6.69493964544323,0.05461057253802816
linear_activation,0.25,1,8,1.0,7.4013339421880975,0.05578326083021238
linear_activation,0.25,1,8,1.0,8.182261084470007,0.054554551974094166
linear_activation,0.25,1,8,1.0,9.045585157672232,0.05598592518052707
linear_activation,0.25,1,8,1.0,10.000000000000002,0.05386054015873622
linear_activation,0.25,2,2,1.0,0.2,0.06121041066052082
linear_activation,0.25,2,2,1.0,0.22110233502181484,0.0606158301862888
linear_activation,0.25,2,2,1.0,0.24443121276049423,0.06084130396523202
linear_activation,0.25,2,2,1.0,0.27022155946779647,0.06020037928945385
linear_activation,0.25,2,2,1.0,0.29873308885782995,0.06123513241104471
linear_activation,0.25,2,2,1.0,0.33025291747372754,0.052827107147313646
linear_activation,0.25,2,2,1.0,0.36509845600603935,0.06123525110616659
linear_activation,0.25,2,2,1.0,0.4036206056789731,0.05950782959815116
linear_activation,0.25,2,2,1.0,0.44620729189270064,0.05347080603862802
linear_activation,0.25,2,2,1.0,0.4932873707061831,0.06064467582230766
linear_activation,0.25,2,2,1.0,0.5453349474995434,0.05338330913024644
linear_activation,0.25,2,2,1.0,0.6028741513057392,0.05990536373574286
linear_activation,0.25,2,2,1.0,0.6664844128899691,0.05262189432357748
linear_activation,0.25,2,2,1.0,0.7368062997280775,0.052979709386515104
linear_activation,0.25,2,2,1.0,0.8145479666433055,0.053047905646574994
linear_activation,0.25,2,2,1.0,0.900492287060531,0.05331976927195987
linear_activation,0.25,2,2,1.0,0.9955047366910887,0.053411430055275565
linear_activation,0.25,2,2,1.0,1.1005421090383833,0.0530198233667761
linear_activation,0.25,2,2,1.0,1.2166621504910964,0.05307294852100312
linear_activation,0.25,2,2,1.0,1.3450342120312204,0.05321566147419312
linear_activation,0.25,2,2,1.0,1.4869510248216484,0.052884400390709435
linear_activation,0.25,2,2,1.0,1.643841718255735,0.05377815097415198
linear_activation,0.25,2,2,1.0,1.8172862115630761,0.05399897183757275
linear_activation,0.25,2,2,1.0,2.0090311238977194,0.053364553758874535
linear_activation,0.25,2,2,1.0,2.221007363126434,0.05326141602670152
linear_activation,0.25,2,2,1.0,2.4553495704394916,0.053137512328103174
linear_activation,0.25,2,2,1.0,2.7144176165949077,0.053261415452385934
linear_activation,0.25,2,2,1.0,3.000820366267417,0.05347915089378753
linear_activation,0.25,2,2,1.0,3.3174419498137175,0.05326141506433486
linear_activation,0.25,2,2,1.0,3.667470807015676,0.05344897501015414
linear_activation,0.25,2,2,1.0,4.0544317952775275,0.05399897128654022
linear_activation,0.25,2,2,1.0,4.482221685612751,0.053367684148252006
linear_activation,0.25,2,2,1.0,4.955148403871969,0.053412461484161504
linear_activation,0.25,2,2,1.0,5.477974412378556,0.053576059819509574
linear_activation,0.25,2,2,1.0,6.055964668833263,0.053479150800655274
linear_activation,0.25,2,2,1.0,6.69493964544323,0.05326141494791954
linear_activation,0.25,2,2,1.0,7.4013339421880975,0.05347915078513323
linear_activation,0.25,2,2,1.0,8.182261084470007,0.053356219780010476
linear_activation,0.25,2,2,1.0,9.045585157672232,0.05340622023834536
linear_activation,0.25,2,2,1.0,10.000000000000002,0.05326141494791954
linear_activation,0.25,2,4,1.0,0.2,0.06232980623298014
linear_activation,0.25,2,4,1.0,0.22110233502181484,0.06112715708945567
linear_activation,0.25,2,4,1.0,0.24443121276049423,0.060890046918454274
linear_activation,0.25,2,4,1.0,0.27022155946779647,0.05953089581802488
linear_activation,0.25,2,4,1.0,0.29873308885782995,0.05870582977775484
linear_activation,0.25,2,4,1.0,0.33025291747372754,0.060885836189845575
linear_activation,0.25,2,4,1.0,0.36509845600603935,0.06086578308527047
linear_activation,0.25,2,4,1.0,0.4036206056789731,0.060607406652998165
linear_activation,0.25,2,4,1.0,0.44620729189270064,0.05949949922660986
