model_family,tau,nonlinear_layers,hidden_dim,alpha,lambda,validation_loss,family,initial_fitted_variance,architecture_lambda_zero_fitted_variance,max_lambda_zero_fitted_variance,achieved_r,valid_complexity_reference
linear_activation,0.05,2,2,1.0,4.054431795277528,0.0901245019205766,linear_activation,5.684341886080802e-14,1.898563937174913e-07,0.7189088463783264,7.906902126350259e-14,True
linear_activation,0.05,2,2,1.0,0.9955047366910889,0.0901245019950824,linear_activation,9.706218467853134e-11,1.898563937174913e-07,0.7189088463783264,1.3501320114157042e-10,True
linear_activation,0.05,2,2,1.0,0.900492287060531,0.090124502144094,linear_activation,1.8977158733335386e-10,1.898563937174913e-07,0.7189088463783264,2.6397169584068017e-10,True
linear_activation,0.05,2,4,1.0,0.8145479666433055,0.0901245022682703,linear_activation,4.288778967381779e-12,1.8334835871769428e-09,0.7189088463783264,5.965678387444415e-12,True
linear_activation,0.05,2,4,1.0,0.6028741513057392,0.0901245096195099,linear_activation,2.0216987806076503e-11,1.8334835871769428e-09,0.7189088463783264,2.812176802097285e-11,True
linear_activation,0.05,2,2,1.0,2.455349570439492,0.0901246101879224,linear_activation,7.560174952432955e-14,1.898563937174913e-07,0.7189088463783264,1.0516180167373273e-13,True
linear_activation,0.05,2,4,1.0,8.182261084470007,0.0901246101879224,linear_activation,1.4210854715202004e-14,1.8334835871769428e-09,0.7189088463783264,1.9767255315875648e-14,True
linear_activation,0.05,2,4,1.0,0.4932873707061831,0.0901250976193306,linear_activation,4.54130032190303e-11,1.8334835871769428e-09,0.7189088463783264,6.316934816953368e-11,True
linear_activation,0.05,2,2,1.0,0.2987330888578299,0.0901328380465101,linear_activation,1.648783687357991e-08,1.898563937174913e-07,0.7189088463783264,2.2934530513348515e-08,True
linear_activation,0.05,2,2,1.0,1.817286211563076,0.0901328523267896,linear_activation,3.8386359520713176e-13,1.898563937174913e-07,0.7189088463783264,5.339530833998434e-13,True
linear_activation,0.05,2,2,1.0,0.6028741513057392,0.090134267291386,linear_activation,1.6315390150012377e-09,1.898563937174913e-07,0.7189088463783264,2.2694657649860646e-09,True
linear_activation,0.05,2,2,1.0,0.7368062997280775,0.0901665301812245,linear_activation,6.127336971140096e-10,1.898563937174913e-07,0.7189088463783264,8.523106930743734e-10,True
linear_activation,0.05,1,8,1.0,10.000000000000002,0.1045692697607095,linear_activation,0.21383926272392273,0.586049497127533,0.7189088463783264,0.29744975847937977,True
linear_activation,0.05,1,2,1.0,10.000000000000002,0.1045851935265079,linear_activation,0.18857449293136597,0.5914097428321838,0.7189088463783264,0.262306541199701,True
linear_activation,0.05,1,4,1.0,10.000000000000002,0.1051523471690829,linear_activation,0.17791369557380676,0.6089769005775452,0.7189088463783264,0.24747740477821234,True
linear_activation,0.05,1,4,1.0,9.045585157672232,0.105997480300615,linear_activation,0.2066592276096344,0.6089769005775452,0.7189088463783264,0.28746235166075534,True
linear_activation,0.05,1,2,1.0,9.045585157672232,0.1062931395761783,linear_activation,0.1991676688194275,0.5914097428321838,0.7189088463783264,0.27704161636455277,True
linear_activation,0.05,1,4,1.0,8.182261084470007,0.1069617928603547,linear_activation,0.20154044032096863,0.6089769005775452,0.7189088463783264,0.2803421342445239,True
linear_activation,0.05,1,8,1.0,8.182261084470007,0.107169025369942,linear_activation,0.22486890852451324,0.586049497127533,0.7189088463783264,0.3127919619536519,True
linear_activation,0.05,1,8,1.0,9.045585157672232,0.1072594081974336,linear_activation,0.22734472155570984,0.586049497127533,0.7189088463783264,0.3162358102852854,True
linear_activation,0.05,1,2,1.0,8.182261084470007,0.1073982386058864,linear_activation,0.24425572156906128,0.5914097428321838,0.7189088463783264,0.33975895942796824,True
linear_activation,0.05,1,2,1.0,7.4013339421880975,0.1077108274158215,linear_activation,0.23770608007907867,0.5914097428321838,0.7189088463783264,0.3306484282069686,True
linear_activation,0.05,1,4,1.0,7.4013339421880975,0.1080957682961819,linear_activation,0.24337634444236755,0.6089769005775452,0.7189088463783264,0.33853574854229923,True
linear_activation,0.05,1,8,1.0,7.4013339421880975,0.1091348047246527,linear_activation,0.2583131194114685,0.586049497127533,0.7189088463783264,0.359312756704528,True
