family,tau,target_r,achieved_r,distance_to_target_r,nonlinear_layers,hidden_dim,alpha,lambda,initial_fitted_variance,architecture_lambda_zero_fitted_variance,max_lambda_zero_fitted_variance,validation_loss
linear_activation,0.75,0.6,0.6006375749210434,0.0006375749210434378,1,2,1.0,0.3650984560060393,0.5767433047294617,0.6602645516395569,0.9602184891700745,0.297934194855204
linear_activation,0.75,0.7,0.7006368114103018,0.0006368114103018074,2,8,1.0,0.5453349474995434,0.6727644205093384,0.688944935798645,0.9602184891700745,0.2884583110178532
linear_activation,0.75,0.8,0.8021784637456235,0.0021784637456234712,1,2,1.0,8.182261084470007,0.770266592502594,0.6602645516395569,0.9602184891700745,0.2686595657031141
linear_activation,0.75,0.9,0.8987874642461265,0.0012125357538734782,2,2,1.0,0.7368062997280775,0.863032341003418,0.892842173576355,0.9602184891700745,0.2745237057148608
linear_activation,0.75,1.0,1.0,0.0,1,8,1.0,4.482221685612751,0.9896911382675171,0.8886241316795349,0.9602184891700745,0.2705391744128243
linear_activation,0.9,0.1,0.12245998281731522,0.02245998281731522,2,2,1.0,1.3450342120312204,0.1294446885585785,0.5784815549850464,1.0570366382598877,0.1675401518709769
linear_activation,0.9,0.2,0.22309198724809312,0.02309198724809311,2,4,1.0,0.2444312127604942,0.23581640422344208,0.4345591366291046,1.0570366382598877,0.2044626023536589
linear_activation,0.9,0.3,0.2934955880558462,0.006504411944153798,2,4,1.0,0.2211023350218148,0.3102355897426605,0.4345591366291046,1.0570366382598877,0.1999568660435753
linear_activation,0.9,0.4,0.40543475711131505,0.005434757111315025,2,2,1.0,1.2166621504910964,0.42855939269065857,0.5784815549850464,1.0570366382598877,0.1675901265906603
linear_activation,0.9,0.5,0.49772032823484114,0.002279671765158864,1,2,1.0,3.667470807015676,0.5261086225509644,0.7645724415779114,1.0570366382598877,0.1711273978815241
linear_activation,0.9,0.6,0.6059222971837585,0.005922297183758474,1,2,1.0,3.317441949813717,0.6404820680618286,0.7645724415779114,1.0570366382598877,0.1776142620725598
linear_activation,0.9,0.7,0.7000345999454611,3.459994546117784e-05,1,2,1.0,0.6028741513057392,0.7399622201919556,0.7645724415779114,1.0570366382598877,0.196288888511547
linear_activation,0.9,0.8,0.7999035983266618,9.640167333824223e-05,2,8,1.0,0.2702215594677964,0.8455274105072021,0.7698096632957458,1.0570366382598877,0.2021571554526248
linear_activation,0.9,0.9,0.8994838315176632,0.0005161684823368207,1,2,1.0,1.817286211563076,0.950787365436554,0.7645724415779114,1.0570366382598877,0.1823811549627106
linear_activation,0.9,1.0,1.0,0.0,2,2,1.0,0.3650984560060393,1.0594679117202759,0.5784815549850464,1.0570366382598877,0.1676216978298933
linear_activation,0.95,0.1,0.10931320337996199,0.009313203379961985,2,2,1.0,0.5453349474995434,0.10719358921051025,0.4910132586956024,0.9806097149848938,0.1012944700518095
linear_activation,0.95,0.2,0.15427466406465734,0.04572533593534267,2,8,1.0,0.6028741513057392,0.15128323435783386,0.6279029250144958,0.9806097149848938,0.1280674961594199
linear_activation,0.95,0.3,0.38518624686593966,0.08518624686593967,2,8,1.0,0.4036206056789731,0.37771737575531006,0.6279029250144958,0.9806097149848938,0.1362865363524666
linear_activation,0.95,0.4,0.40012348724928504,0.00012348724928501476,2,8,1.0,0.2987330888578299,0.3923649787902832,0.6279029250144958,0.9806097149848938,0.1370720887785181
linear_activation,0.95,0.5,0.5021999889252919,0.0021999889252919402,1,4,1.0,4.955148403871969,0.4924621880054474,0.7964547276496887,0.9806097149848938,0.1093431874702691
linear_activation,0.95,0.6,0.5978808163263322,0.0021191836736678127,1,4,1.0,2.455349570439492,0.5862877368927002,0.7964547276496887,0.9806097149848938,0.120350324450921
linear_activation,0.95,0.7,0.6988298799026326,0.0011701200973673886,1,4,1.0,0.2702215594677964,0.685279369354248,0.7964547276496887,0.9806097149848938,0.1410450337295841
linear_activation,0.95,0.8,0.8025483498837004,0.0025483498837003404,1,2,1.0,3.667470807015676,0.7869867086410522,0.9806097149848938,0.9806097149848938,0.1114767925975624
linear_activation,0.95,0.9,0.9017026664578154,0.0017026664578153605,1,4,1.0,0.2,0.8842183947563171,0.7964547276496887,0.9806097149848938,0.1439314015531256
linear_activation,0.95,1.0,1.0,0.0,0,0,1.0,8.182261084470007,1.162477970123291,0.8097120523452759,0.9806097149848938,0.0988129429504895
